"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051897","GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","32/1488","190/18805",0.168421052631579,2.12846632710809,4.58272865270218,3.6803147294349e-05,0.00247865301182139,0.00202849889527434,"XBP1/FAM110C/CHI3L1/GATA3/GCNT2/F2R/NEDD4/CCDC88A/RASD2/IRS2/NOX4/PRR5/RET/VAV3/ERBB4/ERBB3/TPBG/F2RL1/DCN/FN1/NTRK2/THBS1/GDF15/PTK2/IGFBP5/SEMA5A/KIT/EGFR/ANGPT1/FERMT2/TSPYL5/IGF2",32
"GO:0060070","GO:0060070","canonical Wnt signaling pathway","48/1488","333/18805",0.144144144144144,1.82166037004747,4.43453162031537,3.71172138284242e-05,0.00247865301182139,0.00202849889527434,"FZD4/TCF7L1/WWTR1/FGFR2/LRP6/FZD7/SFRP1/ZNF703/GATA3/ASPM/SIAH1/SOX10/IFT20/NHERF1/KANK1/SOX13/GLI3/COL1A1/FERMT1/GREM1/GPRC5B/DACT1/TRPM4/TPBG/TMEM131L/EDNRA/FZD5/CDH2/PRICKLE1/SOSTDC1/NR4A2/LRRK2/SFRP2/DLX5/SDC1/SEMA5A/WLS/DKK3/EGFR/LGR6/CDH3/SFRP4/IGFBP2/SOX2/DKK1/RSPO3/FOXD1/FOLR1",48
"GO:0033273","GO:0033273","response to vitamin","20/1488","94/18805",0.212765957446809,2.68888698238389,4.81178566569399,3.76923909728035e-05,0.00248813105007828,0.00203625560427789,"SFRP1/TYMS/TNC/PIM1/POSTN/KYNU/COL1A1/SOD2/KANK2/RARA/LOC102724560/NFKBIZ/CBS/MED1/BRIP1/EGFR/MAP1B/AQP3/STC2/FOLR1",20
"GO:0048483","GO:0048483","autonomic nervous system development","13/1488","46/18805",0.282608695652174,3.57154336138382,5.11868240828772,3.86738375862061e-05,0.00252308424164683,0.00206486086291835,"TFAP2B/GATA3/SOX10/SOX8/TFAP2A/HOXB2/RET/ACKR3/EDNRA/FN1/SOX11/GFRA3/SIX1",13
"GO:0045839","GO:0045839","negative regulation of mitotic nuclear division","15/1488","59/18805",0.254237288135593,3.21299207217058,4.99047421475164,3.96957350536565e-05,0.00252308424164683,0.00206486086291835,"CENPF/BUB1/AURKB/PLK1/CHEK1/CDC20/BIRC5/CDCA8/NDC80/MTBP/NUF2/TTK/SKA1/DUSP1/MAD2L1",15
"GO:0048864","GO:0048864","stem cell development","19/1488","87/18805",0.218390804597701,2.75997250030899,4.82309754267849,3.99650734550048e-05,0.00252308424164683,0.00206486086291835,"FOXC1/SOX10/SEMA3C/SOX8/KITLG/SEMA4B/NRTN/RET/ERBB4/EDNRA/FN1/CDH2/FOXC2/SEMA6D/SEMA5A/SEMA6A/RDH10/PAX6/FOLR1",19
"GO:1900025","GO:1900025","negative regulation of substrate adhesion-dependent cell spreading","7/1488","14/18805",0.5,6.31888440860215,5.83579304614034,3.99792209628872e-05,0.00252308424164683,0.00206486086291835,"MELTF/SPRY4/KANK1/POSTN/FBLN1/EFNA5/GBP1",7
"GO:0048009","GO:0048009","insulin-like growth factor receptor signaling pathway","21/1488","102/18805",0.205882352941176,2.60189358001265,4.75519540612809,4.08644850558141e-05,0.00253168288715013,0.00207189788779481,"ERBB2/AR/FGFR2/AKT1/FGFR4/PIK3R1/IRS2/RET/ERBB4/EPHB1/EPHB3/NTRK2/IGFBP5/CILP/KIT/EGFR/CDH3/IGFBP2/GHR/IGF2/PLCB1",21
"GO:0001822","GO:0001822","kidney development","47/1488","325/18805",0.144615384615385,1.82761579818031,4.4117381481807,4.09971284180675e-05,0.00253168288715013,0.00207189788779481,"MYC/TFAP2B/FOXC1/WFS1/PRKX/WWTR1/FGFR2/CENPF/ASXL1/SFRP1/SPRY1/GATA3/HMGCS2/IFT20/ITGA3/SOX8/TFAP2A/IRX1/GLI3/PTCH1/VANGL2/FBN1/RET/NPNT/KANK2/GREM1/ODC1/RARA/ERBB4/PLCE1/HELLS/EDNRA/SULF1/IRX2/SLIT2/LRRK2/SOX11/FOXC2/SDC1/SIX2/ANGPT1/PROM1/HOXB7/OSR1/FOXD1/RDH10/SIX1",47
"GO:0051402","GO:0051402","neuron apoptotic process","45/1488","309/18805",0.145631067961165,1.84045176949577,4.36659975052798,4.9918511146705e-05,0.00304980861186731,0.00249592555733525,"TOX3/EN1/TFAP2B/WFS1/TMBIM4/IL27RA/TGFB3/PRODH/GATA3/TRIM2/G6PD/SIAH1/MSH2/KIF14/UCP2/F2R/SLC25A27/CLN3/TFAP2A/FAIM2/BRAF/NQO1/RB1/BCL2L1/SLC1A1/SOD2/CPEB4/ERBB3/EGLN3/COL6A3/NTRK2/NR4A2/MMP2/THRB/MYB/CBLC/NES/ANGPT1/FAS/KCNQ3/NAIP/STXBP1/OXR1/DKK1/SIX1",45
"GO:0043523","GO:0043523","regulation of neuron apoptotic process","39/1488","255/18805",0.152941176470588,1.93283523086654,4.39636084795231,5.27827603952645e-05,0.00319085676789478,0.00261135761955519,"TOX3/EN1/TFAP2B/WFS1/TMBIM4/IL27RA/TGFB3/PRODH/GATA3/TRIM2/G6PD/MSH2/KIF14/UCP2/F2R/SLC25A27/CLN3/TFAP2A/FAIM2/BRAF/NQO1/BCL2L1/SLC1A1/SOD2/CPEB4/ERBB3/EGLN3/NTRK2/NR4A2/MMP2/MYB/CBLC/NES/ANGPT1/NAIP/STXBP1/OXR1/DKK1/SIX1",39
"GO:0048863","GO:0048863","stem cell differentiation","39/1488","256/18805",0.15234375,1.92528509324597,4.36943774508195,5.76162539473375e-05,0.00344677235853708,0.00282079576617173,"FOXA1/FOXC1/FGFR2/LRP6/SFRP1/CDK12/N4BP2L2/SOX10/SEMA3C/SOX8/MSX2/KITLG/GATAD2B/SEMA4B/NRTN/RET/SHC4/TBX3/GREM1/SOX6/ERBB4/PHF19/EDNRA/FN1/MED1/CDK6/CDH2/PRICKLE1/SFRP2/FOXC2/SEMA6D/SEMA5A/KIT/SEMA6A/OSR1/RDH10/PAX6/FOLR1/SIX1",39
"GO:0043410","GO:0043410","positive regulation of MAPK cascade","61/1488","464/18805",0.131465517241379,1.66143081433074,4.22884889196002,5.98305673315594e-05,0.00352626656527958,0.00288585283942435,"ERBB2/AR/FGFR2/CHI3L1/TGFB3/FGFR4/FZD7/TRAF4/RIPK2/GCNT2/TNIK/F2R/PLCG2/IQGAP3/NRK/BRAF/NOX4/CXCL17/ARHGAP8/RET/NPNT/MARCO/MID1/GLIPR2/RASGRP1/LPAR1/ACKR3/ERBB4/DSC2/LYN/TPBG/F2RL1/ICAM1/JCAD/NTRK2/ALKAL2/THBS1/GDF15/CDH2/FGB/LRRK2/FGG/S100A7/TPD52L1/CSPG4/KIT/EGFR/ANGPT1/NAIP/CRACR2A/PRKCA/SOX2/DKK1/PLA2G2A/AKAP12/FERMT2/LPAR3/TGFA/GHR/IGF2/PLCB1",61
"GO:0036293","GO:0036293","response to decreased oxygen levels","47/1488","330/18805",0.142424242424242,1.79992464972304,4.29738322881322,6.01731017582099e-05,0.00352626656527958,0.00288585283942435,"PPARA/MYC/FZD4/FGFR2/CCNA2/AKT1/KCNMA1/TGFB3/SFRP1/PMAIP1/UCP2/CRYAB/CPT1A/VEGFC/IRAK1/SUV39H2/POSTN/PDLIM1/SLC1A1/SOD2/CPEB4/PLAT/ABAT/LOC102724560/NOL3/EGLN3/CBS/EDNRA/ASCL2/BRIP1/THBS1/NR4A2/MMP2/NDRG1/PLAU/MYB/ARNT2/FOS/MB/CYSLTR1/AQP3/TGFBR3/STC2/RYR1/SOX2/PDK3/KCNMB1",47
"GO:0043434","GO:0043434","response to peptide hormone","64/1488","494/18805",0.129554655870445,1.63728179008315,4.20754927273441,6.18585283891456e-05,0.00358841948019053,0.00293671801443418,"ERBB2/XBP1/PPARA/ENPP1/NCK1/PXN/FGFR2/CCNA2/AKT1/LRP6/FGFR4/SREBF1/FBP1/TFF1/HMGCS2/UCP2/ATP2B1/PIK3R1/GAL/KANK1/APPL2/BRAF/SORL1/IRS2/RB1/SCNN1A/COL1A1/SGCB/TRIB3/FBN1/RET/ERBB4/LYN/COL3A1/EPHB1/CTSK/EDNRA/SLC39A14/EPHB3/INHBB/NTRK2/LPIN1/AREG/BRIP1/ECHDC3/GDF15/NR4A2/RPS6KB1/FOXC2/TNFSF10/PTK2/IGFBP5/FOS/KIT/EGFR/MAP1B/TRIM16/PRKCA/TGFBR3/STC2/GHR/PAX6/IGF2/PLCB1",64
"GO:0001823","GO:0001823","mesonephros development","21/1488","105/18805",0.2,2.52755376344086,4.60108873682777,6.3943044668542e-05,0.00367224905531437,0.00300532309942148,"MYC/FOXC1/FGFR2/SFRP1/SPRY1/GATA3/SOX8/GLI3/PTCH1/RET/NPNT/GREM1/RARA/SLIT2/FOXC2/SDC1/SIX2/HOXB7/OSR1/FOXD1/SIX1",21
"GO:0031669","GO:0031669","cellular response to nutrient levels","39/1488","258/18805",0.151162790697674,1.91036040260065,4.31595228407643,6.85097521116516e-05,0.00389555946908134,0.0031880775735125,"XBP1/PPARA/RALB/MFSD2A/SREBF1/WRN/ELAPOR1/SFRP1/SAR1B/PMAIP1/PRKCH/UCP2/KICS2/TNC/PIM1/POSTN/ITFG2/SEH1L/PRR5/COL1A1/RRAGD/KANK2/DNAJC15/CPEB4/DSC2/FAM107A/CTSK/MED1/INHBB/SLC7A5/BRIP1/PAK3/RPS6KB1/LRRK2/FOS/FAS/PRKAA2/STK26/FOLR1",39
"GO:0048839","GO:0048839","inner ear development","33/1488","205/18805",0.160975609756098,2.03437254130606,4.36503469453212,7.06092095519435e-05,0.00396584964554334,0.00324560218249237,"ADGRV1/ATP8B1/FGFR2/CCNA2/TGFB3/ZIC1/MCM2/GATA3/KCNQ4/SLC25A27/SLC44A4/MYCN/IFT20/TTC8/NHERF1/TFAP2A/LRIG1/GLI3/TBX3/ZEB1/LIN7A/SPARC/GATA2/MCOLN3/DLX5/ROR1/HEY2/SOX2/PLS1/COL2A1/COL11A1/SLITRK6/SIX1",33
"GO:0072659","GO:0072659","protein localization to plasma membrane","43/1488","295/18805",0.145762711864407,1.84211545471114,4.27336210716706,7.11270265524924e-05,0.00396584964554334,0.00324560218249237,"AR/AGR2/SEC16A/AKT1/LRP6/KRT18/RAB26/GGA2/TSPAN33/ZDHHC3/VTI1B/TSPAN15/PRKCH/ABCA12/TNIK/PIK3R1/IFT20/ITGA3/TTC8/CLN3/RAB11A/NHERF1/ATP2C2/CCDC88A/SORL1/PTCH1/PKP1/BCL2L1/TTC7B/WNK3/PLEKHF1/RANGRF/SCARB2/TPBG/LRRC15/OPTN/CDH2/EGFR/TSPAN5/STXBP1/FGF13/PLS1/GBP1",43
"GO:0043524","GO:0043524","negative regulation of neuron apoptotic process","29/1488","171/18805",0.169590643274854,2.14324734326857,4.40225777170375,7.35502637951117e-05,0.00404996235176408,0.0033144389784592,"TOX3/EN1/TFAP2B/WFS1/TMBIM4/IL27RA/TGFB3/MSH2/KIF14/UCP2/F2R/SLC25A27/CLN3/FAIM2/BRAF/BCL2L1/SLC1A1/SOD2/CPEB4/ERBB3/NTRK2/NR4A2/CBLC/NES/ANGPT1/NAIP/STXBP1/OXR1/SIX1",29
"GO:0061180","GO:0061180","mammary gland epithelium development","16/1488","69/18805",0.231884057971014,2.93049711703288,4.70918250908891,7.45559424852415e-05,0.00404996235176408,0.0033144389784592,"AR/FGFR2/AKT1/ZNF703/GATA3/ATP2C2/IQGAP3/MSX2/PTCH1/TBX3/ERBB4/PRLR/MED1/AREG/SOSTDC1/IRF6",16
"GO:0000280","GO:0000280","nuclear division","59/1488","448/18805",0.131696428571429,1.66434901833717,4.1718118083334,7.47511769609947e-05,0.00404996235176408,0.0033144389784592,"HORMAD1/CDCA2/MYBL1/KIF18B/RAD51AP1/FANCA/CENPF/BUB1/AURKB/UBE2S/PLK1/NCAPD2/NFIA/RAD54L/PSRC1/ASPM/CHEK1/CDC20/CDT1/TPX2/KIF23/KIF14/KIF2C/BIRC5/CDCA8/RAB11A/NDC80/MSX2/MTBP/NCAPH/NDE1/SMC4/NUF2/MISP/MKI67/RB1/MND1/SEH1L/TTK/CCNE1/NEK2/RANGRF/SKA1/KIF15/SGO1/KIF4A/NFIB/CHMP4C/DUSP1/MAD2L1/BRIP1/PRICKLE1/ARHGEF10/TDRKH/SYCP2/TGFA/HSPA2/IGF2/PLCB1",59
"GO:0048285","GO:0048285","organelle fission","64/1488","498/18805",0.1285140562249,1.62413093233148,4.13782430274719,7.8579500430667e-05,0.00416607012837433,0.00340946014336747,"HORMAD1/TMEM135/CDCA2/MYBL1/KIF18B/RAD51AP1/FANCA/CENPF/BUB1/AURKB/UBE2S/PLK1/NCAPD2/PEX11A/NFIA/RAD54L/PSRC1/ASPM/CHEK1/CDC20/CDT1/TPX2/KIF23/KIF14/UCP2/KIF2C/BIRC5/CDCA8/RAB11A/NDC80/MSX2/MTBP/NCAPH/NDE1/SMC4/NUF2/MISP/MKI67/RB1/MND1/SEH1L/TTK/CCNE1/NEK2/RANGRF/SKA1/KIF15/SGO1/KIF4A/NFIB/DCN/CHMP4C/DUSP1/MAD2L1/BRIP1/PRICKLE1/LRRK2/ARHGEF10/TDRKH/SYCP2/TGFA/HSPA2/IGF2/PLCB1",64
"GO:0007094","GO:0007094","mitotic spindle assembly checkpoint signaling","13/1488","49/18805",0.26530612244898,3.3528774412991,4.83412072681306,7.97958756958344e-05,0.00416607012837433,0.00340946014336747,"CENPF/BUB1/AURKB/PLK1/CDC20/BIRC5/CDCA8/NDC80/NUF2/TTK/SKA1/DUSP1/MAD2L1",13
"GO:0071173","GO:0071173","spindle assembly checkpoint signaling","13/1488","49/18805",0.26530612244898,3.3528774412991,4.83412072681306,7.97958756958344e-05,0.00416607012837433,0.00340946014336747,"CENPF/BUB1/AURKB/PLK1/CDC20/BIRC5/CDCA8/NDC80/NUF2/TTK/SKA1/DUSP1/MAD2L1",13
"GO:0071174","GO:0071174","mitotic spindle checkpoint signaling","13/1488","49/18805",0.26530612244898,3.3528774412991,4.83412072681306,7.97958756958344e-05,0.00416607012837433,0.00340946014336747,"CENPF/BUB1/AURKB/PLK1/CDC20/BIRC5/CDCA8/NDC80/NUF2/TTK/SKA1/DUSP1/MAD2L1",13
"GO:0015711","GO:0015711","organic anion transport","61/1488","469/18805",0.130063965884861,1.64371833230163,4.13828366829701,8.15037341462895e-05,0.00421690040722649,0.00345105901340145,"SLC2A10/ABCC11/PPARA/CERT1/ATP8B1/KMO/MFSD2A/ABCC3/SLC7A8/AKT1/SLC4A8/SLC16A2/FABP5/SLCO2A1/CROT/CRABP1/UCP2/LLGL2/SLC44A4/CLN3/CPT1A/NHERF1/SLC7A2/SLC16A1/SLC16A6/PRKG1/SLC37A1/IRS2/SLC16A5/TTYH1/SLC43A3/KCNK1/SLC12A2/SLC1A1/RBP7/ABAT/SLC1A4/CES1/SLC16A14/RGS4/LYN/FABP7/SLC6A8/SLC39A14/SLC26A2/NMB/SLC7A5/PLA2G4A/APBA1/NTRK2/THBS1/RPS6KB1/SLCO4A1/CALHM6/ABCC4/SLCO5A1/STXBP1/PLA2G2A/SLC39A8/FOLR1/SLC6A14",61
"GO:0045598","GO:0045598","regulation of fat cell differentiation","26/1488","147/18805",0.17687074829932,2.23525162753273,4.40729190897777,8.32975957308205e-05,0.00427123296680448,0.00349552410656122,"XBP1/DUSP10/ENPP1/WWTR1/AKT1/ASXL1/SFRP1/ADIRF/ZBTB7C/SOX13/MSX2/PIM1/RUNX1T1/TRIB3/SOD2/CDS1/TRPM4/CCN4/GATA2/SFRP2/ID4/MMP11/KLF5/TGFB1I1/FERMT2/SIX1",26
"GO:1905818","GO:1905818","regulation of chromosome separation","17/1488","77/18805",0.220779220779221,2.7901567518503,4.61403602979165,8.68001932228325e-05,0.00441144698830732,0.00361027352342755,"CENPF/BUB1/AURKB/PLK1/NCAPD2/CDC20/BIRC5/CDCA8/NDC80/NCAPH/SMC4/NUF2/RB1/TTK/SKA1/DUSP1/MAD2L1",17
"GO:1901654","GO:1901654","response to ketone","35/1488","225/18805",0.155555555555556,1.96587514934289,4.2724762282778,8.83817376672319e-05,0.00445242385458695,0.00364380848277184,"AR/FOXP1/AKT1/TGFB3/TRERF1/ADCY3/SREBF1/SFRP1/FBP1/TYMS/HMGCS2/SOX10/UCP2/KLF2/TNC/POSTN/SMYD3/NQO1/SCNN1A/NASP/BCL2L1/DSG2/FBXO32/THBS1/SLIT2/RPS6KB1/MTAP/FOS/EGFR/FOSB/TGFBR3/PRKAA2/EFNA5/GHR/PAX6",35
"GO:0071230","GO:0071230","cellular response to amino acid stimulus","19/1488","92/18805",0.206521739130435,2.60997399485741,4.53765344537413,8.94841312556537e-05,0.0044687597026193,0.00365717753827454,"XBP1/UBR1/BCL11A/SH3BP4/HMGCS2/BCL2L1/COL1A1/RRAGD/CPEB4/COL5A2/ZEB1/COL3A1/COL1A2/SLC7A5/NTRK2/MMP2/EGFR/MMP3/SIX1",19
"GO:0001649","GO:0001649","osteoblast differentiation","39/1488","262/18805",0.148854961832061,1.88119459492736,4.21039391646202,9.60826080100909e-05,0.00475691739484442,0.00389300222109851,"TP53INP2/CREB3L1/WWTR1/FGFR2/AKT1/FASN/SFRP1/SOX8/ALYREF/VEGFC/TNC/MSX2/GLI3/PTCH1/TOB1/ACVR2A/PTPRB/COL1A1/VCAN/NPNT/GREM1/ITGA11/TRPM4/MIR18A/CCN4/AREG/CDK6/SOX11/SFRP2/ID4/DLX5/PTK2/IGFBP5/LOX/IGFBP2/SOX2/FERMT2/IBSP/IGF2",39
"GO:0001704","GO:0001704","formation of primary germ layer","24/1488","132/18805",0.181818181818182,2.2977761485826,4.38601349429748,9.85816742210197e-05,0.00483892782095142,0.0039601185370837,"DUSP4/FOXC1/FGFR2/FZD7/ITGA3/LEO1/EPB41L5/ITGB5/KIF16B/COL5A1/COL5A2/DUSP5/COL12A1/FN1/DUSP1/MMP2/SFRP2/FOXC2/SIX2/WLS/COL8A1/SOX2/DKK1/COL11A1",24
"GO:0031577","GO:0031577","spindle checkpoint signaling","13/1488","50/18805",0.26,3.28581989247312,4.74415351892757,0.000100094306327318,0.00487153899354055,0.00398680711642705,"CENPF/BUB1/AURKB/PLK1/CDC20/BIRC5/CDCA8/NDC80/NUF2/TTK/SKA1/DUSP1/MAD2L1",13
"GO:0030856","GO:0030856","regulation of epithelial cell differentiation","29/1488","174/18805",0.166666666666667,2.10629480286738,4.2975176773802,0.00010121045541006,0.00488446760857123,0.00399738773468305,"FOXC1/SPRED2/PRKX/WWTR1/SPRY1/GATA3/PRKCH/ABCA12/MYCN/MSX2/ALOX15B/PTCH1/PKP1/S1PR3/TBX3/ZEB1/RFX3/PRLR/MED1/SERPINE1/SIX2/PROM1/TRIM16/SFRP4/HEY2/AQP3/OSR1/PAX6/PLCB1",29
"GO:0050679","GO:0050679","positive regulation of epithelial cell proliferation","34/1488","218/18805",0.155963302752294,1.97102816415113,4.22713076000531,0.000105054033709326,0.00502771096327218,0.00411461632028195,"ERBB2/AR/XBP1/MYC/FGFR2/AKT1/FZD7/SFRP1/ZNF703/ECM1/ST8SIA1/MYCN/VEGFC/IQGAP3/HMGB2/IRS2/VASH2/JCAD/MED1/AREG/AKT3/GATA2/SOX11/DLX5/LRG1/SEMA5A/EGFR/CDH3/PRKCA/MMP12/ODAM/OSR1/TGFA/IGF2",34
"GO:0051315","GO:0051315","attachment of mitotic spindle microtubules to kinetochore","9/1488","26/18805",0.346153846153846,4.37461228287841,5.04736351781107,0.000107454770724317,0.00510010535760124,0.00417386299507676,"AURKB/CDT1/KIF2C/BIRC5/CDCA8/NDC80/NUF2/SEH1L/SKA1",9
"GO:0071229","GO:0071229","cellular response to acid chemical","20/1488","101/18805",0.198019801980198,2.50252847865432,4.438195315235,0.00010941047306649,0.00515036349853156,0.0042149936345287,"XBP1/UBR1/BCL11A/SH3BP4/HMGCS2/KLF2/BCL2L1/COL1A1/RRAGD/CPEB4/COL5A2/ZEB1/COL3A1/COL1A2/SLC7A5/NTRK2/MMP2/EGFR/MMP3/SIX1",20
"GO:0001952","GO:0001952","regulation of cell-matrix adhesion","23/1488","125/18805",0.184,2.32534946236559,4.35800009315172,0.000113171851562677,0.00528411336198742,0.00432445286459009,"CEACAM6/GPM6B/PHLDB2/SFRP1/CDKN2A/PIK3R1/POSTN/EPB41L5/LIMCH1/APOD/FERMT1/GREM1/THY1/FAM107A/THBS1/CDK6/PLAU/SERPINE1/PTK2/MMP12/FERMT2/EFNA5/ONECUT2",23
"GO:0043549","GO:0043549","regulation of kinase activity","53/1488","397/18805",0.133501259445844,1.68715805368219,4.05638202769863,0.000119901359263602,0.00555166737807663,0.00454341575430266,"ERBB2/DUSP10/RALB/WWTR1/AKT1/CHI3L1/LRP6/PLK1/CDK12/PSRC1/CDKN2A/DIPK2A/PTK6/TRAF4/TPX2/PRKCH/KIF14/NHERF1/GPRC5A/MIDN/CCDC88A/PIM1/FIRRM/HERC5/CDKN2C/IRS2/RB1/NOX4/TRIB3/FBN1/BLM/CDC25A/GPRC5B/SRCIN1/RASGRP1/LDB2/THY1/LYN/PRLR/DUSP1/UCHL1/THBS1/LRRK2/GSTP1/CBLC/PTK2/TPD52L1/EGFR/ANGPT1/DEPTOR/EEF1A2/TCIM/GHR",53
"GO:0007369","GO:0007369","gastrulation","32/1488","202/18805",0.158415841584158,2.00202278292345,4.19712637770817,0.000122953648184284,0.00555166737807663,0.00454341575430266,"DUSP4/FOXC1/FGFR2/UGDH/FZD7/PHLDB2/SFRP1/SUPT20H/ITGA3/LEO1/EPB41L5/ITGB5/ACVR2A/KIF16B/COL5A1/COL5A2/DUSP5/MBP/COL12A1/FN1/DUSP1/PRICKLE1/MMP2/SFRP2/FOXC2/SIX2/WLS/COL8A1/SOX2/DKK1/OSR1/COL11A1",32
"GO:0033046","GO:0033046","negative regulation of sister chromatid segregation","13/1488","51/18805",0.254901960784314,3.22139205144423,4.6564356348361,0.000124702262192562,0.00555166737807663,0.00454341575430266,"CENPF/BUB1/AURKB/PLK1/CDC20/BIRC5/CDCA8/NDC80/NUF2/TTK/SKA1/DUSP1/MAD2L1",13
"GO:0033048","GO:0033048","negative regulation of mitotic sister chromatid segregation","13/1488","51/18805",0.254901960784314,3.22139205144423,4.6564356348361,0.000124702262192562,0.00555166737807663,0.00454341575430266,"CENPF/BUB1/AURKB/PLK1/CDC20/BIRC5/CDCA8/NDC80/NUF2/TTK/SKA1/DUSP1/MAD2L1",13
"GO:0045841","GO:0045841","negative regulation of mitotic metaphase/anaphase transition","13/1488","51/18805",0.254901960784314,3.22139205144423,4.6564356348361,0.000124702262192562,0.00555166737807663,0.00454341575430266,"CENPF/BUB1/AURKB/PLK1/CDC20/BIRC5/CDCA8/NDC80/NUF2/TTK/SKA1/DUSP1/MAD2L1",13
"GO:2000816","GO:2000816","negative regulation of mitotic sister chromatid separation","13/1488","51/18805",0.254901960784314,3.22139205144423,4.6564356348361,0.000124702262192562,0.00555166737807663,0.00454341575430266,"CENPF/BUB1/AURKB/PLK1/CDC20/BIRC5/CDCA8/NDC80/NUF2/TTK/SKA1/DUSP1/MAD2L1",13
"GO:0071375","GO:0071375","cellular response to peptide hormone stimulus","50/1488","369/18805",0.13550135501355,1.71243479907917,4.05149415118964,0.000127752125348424,0.00564369581443074,0.00461873068567378,"ERBB2/XBP1/ENPP1/NCK1/PXN/FGFR2/CCNA2/AKT1/FGFR4/SREBF1/FBP1/HMGCS2/UCP2/ATP2B1/PIK3R1/KANK1/APPL2/SORL1/IRS2/RB1/SCNN1A/SGCB/TRIB3/FBN1/RET/ERBB4/LYN/EPHB1/EDNRA/SLC39A14/EPHB3/INHBB/NTRK2/LPIN1/BRIP1/ECHDC3/GDF15/NR4A2/RPS6KB1/FOXC2/PTK2/FOS/KIT/EGFR/MAP1B/PRKCA/GHR/PAX6/IGF2/PLCB1",50
"GO:0055123","GO:0055123","digestive system development","26/1488","151/18805",0.172185430463576,2.17603966388948,4.25318932433918,0.000131565501752703,0.0057414116277836,0.00469870009587026,"AGR2/SPDEF/XBP1/FGFR2/TGFB3/SFRP1/TYMS/PTK6/HMGCS2/SOX10/GLI3/EPB41L5/RB1/RET/DACT1/COL3A1/EPHB3/FZD5/SOX11/SFRP2/SIX2/WLS/KIT/EGFR/KLF5/IGF2",26
"GO:0051656","GO:0051656","establishment of organelle localization","62/1488","487/18805",0.127310061601643,1.6089151266256,3.99091496728067,0.000131963492054229,0.0057414116277836,0.00469870009587026,"STARD3/MLPH/SEC16A/FYCO1/CADPS2/RAB17/FHOD1/TANC2/CENPF/KIF1B/AURKB/PLK1/SPRY1/PSRC1/SAR1B/BICD1/CDT1/KIF14/MDN1/GPSM2/KIF2C/NECTIN2/LLGL2/ARHGAP21/BIRC5/CDCA8/CLN3/RAB11A/NHERF1/NDC80/AGTPBP1/NDE1/NUF2/MISP/RB1/CDR2L/KIF16B/SEH1L/BICDL1/TTK/NEK2/RASGRP1/CENPA/SKA1/SGO1/LIN7A/LYN/MAP2/CHMP4C/AP1M2/UCHL1/MAD2L1/GATA2/LRRK2/SDC1/KIT/MAP1B/CDH3/GRP/ADORA2B/STXBP1/PAX6",62
"GO:0030323","GO:0030323","respiratory tube development","32/1488","203/18805",0.157635467980296,1.99216060172679,4.16620307109593,0.000135114408727029,0.00583430112270171,0.00477471970689501,"FOXA1/AGR2/SPDEF/TMEM38B/FGFR2/CHI3L1/TGFB3/SREBF1/ASXL1/SPRY1/TRAF4/HMGCS2/ABCA12/MYCN/ITGA3/KLF2/TNC/GLI3/HOPX/FBN1/ITGB6/NFIB/COL3A1/ADAMTS2/SOX11/THRB/CELSR1/IGFBP5/LOX/EGFR/MMP12/RDH10",32
"GO:0002068","GO:0002068","glandular epithelial cell development","6/1488","12/18805",0.5,6.31888440860215,5.40260699752885,0.000147913668165214,0.00633090601130926,0.00518113499097223,"SPDEF/XBP1/FASN/RARA/FZD5/GATA2",6
"GO:0006929","GO:0006929","substrate-dependent cell migration","9/1488","27/18805",0.333333333333333,4.21258960573477,4.89669126775691,0.00014992220399409,0.00633090601130926,0.00518113499097223,"NCK1/VEGFC/EPB41L5/ITGA11/FN1/SLIT2/CTTN/CSPG4/FBLN1",9
"GO:0031639","GO:0031639","plasminogen activation","9/1488","27/18805",0.333333333333333,4.21258960573477,4.89669126775691,0.00014992220399409,0.00633090601130926,0.00518113499097223,"MELTF/PLAT/DHCR24/THBS1/FGB/FGG/PLAU/SERPINE1/SERPINE2",9
"GO:0010232","GO:0010232","vascular transport","18/1488","88/18805",0.204545454545455,2.58499816715543,4.36859956949757,0.000154515053284406,0.00642653163968384,0.00525939381969598,"SLC2A10/MFSD2A/ABCC3/SLC7A8/SLC4A8/SLC16A2/FABP5/ATP2A3/NHERF1/SLC7A2/SLC16A1/SLC12A2/SLC1A1/SLC1A4/SLC15A2/SLC7A5/SLC2A13/ABCC4",18
"GO:0150104","GO:0150104","transport across blood-brain barrier","18/1488","88/18805",0.204545454545455,2.58499816715543,4.36859956949757,0.000154515053284406,0.00642653163968384,0.00525939381969598,"SLC2A10/MFSD2A/ABCC3/SLC7A8/SLC4A8/SLC16A2/FABP5/ATP2A3/NHERF1/SLC7A2/SLC16A1/SLC12A2/SLC1A1/SLC1A4/SLC15A2/SLC7A5/SLC2A13/ABCC4",18
